nombre;categoria;direccion;ciudad;cp;telefono;web;rating;reviews;lat;lng
Tuscawilla Oaks Animal Hospital;Veterinario;1490 Tuskawilla Rd;Estados Unidos;;+1 407-678-8387;http://tuscawillaoaksah.com/;4.5;0;;
Parque De Las Américas;Parque;San Diego 12758;México;;;;4.5;0;;
Son Perera i Son Martorell;Parque;Parc de Son Parera;Balearic Islands;;654 61 23 98;;4.5;0;;
Clinica Veterinaria Canelos;Veterinario;Leandro Valencia Urias 17;México;;+52 662 552 8812;;4.5;0;;
Piensos Eloina;Tienda de productos para mascotas;Carrer Riu Serpis, 7;Alicante;;965 66 76 84;http://www.piensoseloina.com/?utm_source=google&utm_medium=maps&utm_campaign=My%20Business&utm_content=eloina;4.5;0;;
Whitnall Highway Off-Leash Dog Park;Parque para perros;5753 Whitnall Hwy;Estados Unidos;;;;4.5;0;;
City Club Hermosillo;Autoservicio mayorista;Blvr. P.º Río Sonora Nte. 128;México;;+52 662 212 6800;https://www.cityclub.com.mx/;4.5;0;;
Praia dos Olmos;playa;Ría de;Pontevedra;;;http://hoxe.vigo.org/conecenos/n_fontes.php?lang=gal;4.5;0;;
Gats De Gràcia;Protectora de animales;;;;639 74 20 23;http://www.gatsdegracia.cat/;4.5;0;;
Sercotel Parque Las Palmas;Hotel;C. Mlle. Las Palmas, 2;Las Palmas;;928 36 80 00;https://www.sercotelhoteles.com/es/hotel-parque?utm_source=google&utm_medium=referral&utm_campaign=metasearch-links;4.5;0;;
Hotel Puerta Gamboa - WEB OFICIAL;Hotel;Rúa Gamboa, 12;Pontevedra;;986 22 86 74;http://www.hotelpuertagamboa.com/;4.5;0;;
Parque de Cervantes;Parque;Av. Diagonal, 706;08034 Barcelona;;;http://lameva.barcelona.cat/ca/aprofita-la/parcs-i-jardins/parc-de-cervantes_92086010721.html;4.5;0;;
Centre Veterinari Girona;Veterinario;Carrer Emili Grahit, 19;17002 Girona;;972 29 62 91;http://centreveterinarigirona.com/;4.5;0;;
Fundacion Trifolium;Fundación;;;;678 66 37 24;http://fundaciontrifolium.org/;4.5;0;;
Kiwoko. Mundo Animal;Tienda de productos para mascotas;C. de Molina de Segura, 10;30007 Murcia;;868 99 05 35;https://tiendas.kiwoko.com/region-de-murcia/murcia/murcia/kiwoko-murcia-atalayas-122?utm_medium=maps&utm_source=google;4.5;0;;
Peluquería canina y felina Boutique y Belleza Canina;Peluquero de mascotas;local boutique y belleza canina local boutique y belleza canina;41008 Sevilla;;605 28 68 70;https://www.facebook.com/Boutique-Belleza-Canina-891411104311131/;4.5;0;;
Pet's Barn;Tienda de productos para mascotas;1790 N Zaragoza Rd;Estados Unidos;;+1 915-849-0653;http://www.petsbarn.com/;4.5;0;;
Toboganes de Madrid Río;Parque;Arganzuela;28005 Madrid;;915 29 82 10;https://www.madrid.es/portales/munimadrid/es/Inicio/El-Ayuntamiento/Arganzuela?vgnextfmt=default&vgnextchannel=e6f1ca5d5fb96010VgnVCM100000dc0ca8c0RCRD;4.5;0;;
Deportivo Los Portales;Parque;Baleare 2;México;;;;4.5;0;;
DOS🥇 Adiestramiento;Adiestrador canino;olite 48 esc a 4ºb;28039 Madrid;;646 39 22 48;https://dosadiestramiento.com/;4.5;0;;
Hotel Dimar;Hotel;Gran Via del Marqués del Túria, 80;Valencia;;963 95 10 30;http://www.hoteldimar.es/;4.5;0;;
Petco;Tienda de animales;2036 N Zaragoza Rd Bldg D;Estados Unidos;;+1 915-206-6235;https://stores.petco.com/tx/el-paso/pet-supplies-elpaso-tx-2450.html?utm_source=google&utm_campaign=locallist_2450_pcc;4.5;0;;
Zona ZECA - Parque canino;Parque para perros;C. Mirasierra;30150 Murcia;;;http://www.murcia.es/;4.5;0;;
Terraviva Rabasa;Tienda de animales;Calle Dr. Isidoro de Sevilla, 69;03009 Alicante;;965 17 97 97;https://terravivamascotas.es/;4.5;0;;
Colegio Oficial de Veterinarios de Girona;Veterinario;Carrer Cor de Maria, 10;17002 Girona;;972 20 00 62;http://www.covgi.cat/ca/;4.5;0;;
Amor Perruno;Peluquero de mascotas;C. Teresa de Calcuta;50009 Zaragoza;;976 09 97 52;;4.5;0;;
Staybridge Suites Málaga;Hotel de larga estancia;P.º Martiricos, 36;29009 Málaga;;951 82 06 10;https://www.ihg.com/staybridge/hotels/gb/en/malaga/agpst/hoteldetail?cm_mmc=GoogleMaps-_-SB-_-ES-_-AGPST;4.5;0;;
Empresa de Limpiezas Municipales y Parque del Oeste, S.A.M.;Parque;C. Realenga de San Luis, 11;29004 Málaga;;952 24 05 45;;4.5;0;;
Rock & Dogs;Adiestrador canino;C. de las Herrerías, 15;Alicante;;620 28 56 41;http://clubdeadiestramientoenalicante.com/;4.5;0;;
Miscota;Tienda de productos para mascotas;Paseo de las Delicias, 35;28045 Madrid;;911 92 85 77;http://www.miscota.es/;4.5;0;;
Escondido Beach;playa;Malibú, California 90265;Estados Unidos;;;;4.5;0;;
Trabajo Con Perros Adiestramiento;Adiestrador canino;C. los Guindos, s/n;14014 Córdoba;;618 19 26 71;https://www.educacioncaninatcp.es/;4.5;0;;
Mike Kirby Park;Parque;2199 Oregon Ave;Estados Unidos;;+1 407-688-5103;http://www.sanfordfl.gov/;4.5;0;;
Remsa Pet Partner;Mayorista;Carrer de Llorà, 3;17007 Girona;;972 20 64 15;http://www.remsagirona.com/;4.5;0;;
Ecoaventuras Trepachanga;Parque infantil;Unnamed Road;México;;+52 656 554 5130;https://www.facebook.com/EcoaventurasTrepachanga/;4.5;0;;
B&B HOTEL Murcia;Hotel;Av. Juan de Borbón, Parcela 2A;Murcia;;868 69 46 53;https://www.hotel-bb.com/es/hotel/murcia?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=murcia;4.5;0;;
Clínica Veterinaria Don Gato;Veterinario;Av. Esportista Miriam Blasco, 12, local-2;03540 Alicante;;965 26 60 89;;4.5;0;;
Parque Madero;Parque;Jesús García Corona;México;;+52 662 212 4995;;4.5;0;;
Hotel Catalonia Gran Via BCN;Hotel;Gran Via de les Corts Catalanes, 550;08011 Barcelona;;933 23 48 65;https://www.cataloniahotels.com/es/hotel/catalonia-gran-via-bcn?mb=1&utm_source=googlemaps&utm_medium=organic&utm_campaign=VLG;4.5;0;;
Platja Santa María de Llorell / Garbi I Llevant;playa;Carrer Zodiaco, 45C;Girona;;;http://www.infotossa.com/es;4.5;0;;
Plaza Sendero Las Torres;Centro comercial;Av de las Torres 2111;México;;+52 656 690 6529;https://www.sendero.com.mx/;4.5;0;;
Chuluota Veterinary Hospital;Veterinario;950 S County Rd 419;Estados Unidos;;+1 407-366-3233;http://www.chuluotavet.com/;4.5;0;;
Hotel NH Collection Barcelona Gran Hotel Calderón;Hotel;Rambla de Catalunya, 26;08007 Barcelona;;933 01 00 00;https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb;4.5;0;;
B&B HOTEL Málaga Centro;Hotel;Av. Fátima, 7, 8 y 9;29009 Málaga;;951 55 00 19;https://www.hotel-bb.com/es/hotel/malaga-centro?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=Malagacentro;4.5;0;;
Clínica Veterinaria Mis Mascotas;Veterinario;Av. Aquiles Serdan 11245;México;;+52 664 682 8629;;4.5;0;;
Apa Rodamón;Refugio para animales;Carrer Morena, s/n;Girona;;629 26 04 64;http://www.aparodamon.com/;4.5;0;;
Parque del Guinardó;Parque;Horta-Guinardó;08032 Barcelona;;;https://www.barcelona.cat/es/que-hacer-en-bcn/parques-y-jardines/parque-del-guinardo-92086011954;4.5;0;;
PET MASTER VETERINARIA;Veterinario;Monterrey 1411;México;;+52 878 114 8452;;4.5;0;;
Miscota;Tienda de productos para mascotas;P.º de las Acacias, 22;28005 Madrid;;919 31 53 96;http://www.miscota.es/;4.5;0;;
Cachorros Murcia;Tienda de animales;Av. Gutiérrez Mellado, 31, bajo C;Murcia;;612 46 41 85;;4.5;0;;
Tiendanimal;Tienda de productos para mascotas;CC LAGOH Av. Palmas Altas Local nº;41012 Sevilla;;955 25 45 28;https://tiendas.tiendanimal.es/andalucia/sevilla/sevilla/tiendanimal-palmas-sevilla-56?utm_medium=maps&utm_source=google;4.5;0;;
Clínica Veterinaria Domesticos y Exóticos Peludets;Veterinario;C/ de Jesús, 36;Illes Balears;;640 37 79 85;http://www.clinicaveterinariapeludets.es/;4.5;0;;
Estatua de Rufo, el perro de Oviedo;Escultura;C. Dr. Casal, 3;Asturias;;;;4.5;0;;
Playa des Sortell;Playa pública;Lloc Platja de Sa Conca, 10;Girona;;;http://www.cadaques.cat/;4.5;0;;
CAAS Tossa de Mar;Protectora de animales;Ctra. Llagostera, Km 1;Girona;;972 34 08 13;http://www.selva.cat/caas/;4.5;0;;
Canisapiens;Adiestrador canino;Carrer Disseminat, 63;Girona;;609 72 58 95;https://www.canisapiens.com/es/;4.5;0;;
Hotel Villa Guadalupe;Hotel;Urb. El Atabal;29190 Málaga;;952 43 28 62;http://www.villaguadalupe.com/;4.5;0;;
Playa de Muriola;Atracción turística;48650 Elexalde;Vizcaya;;;;4.5;0;;
KanyKat;Guardería canina;Cam. de la Princesa, 51;03550 Alicante;;608 53 12 05;https://kanykathotel.com/;4.5;0;;
Granos y Semillas Águilas de Zaragoza;Proveedor de semillas;C. Puerto Dunquerque s/n;México;;+52 656 238 4558;;4.5;0;;
Peludets;Peluquero de mascotas;1º;Valencia;;962 06 72 44;http://www.peludets.com/;4.5;0;;
Área canina;Parque para perros;Calle Vía Dublín, 2G;28042 Madrid;;;;4.5;0;;
B48 Valencia Feria;Hotel;Av. de les Fires, 2;Valencia;;960 13 67 87;https://www.stayb48.com/share/BVFE-gmb-asset-page?utm_source=gmb_listing&utm_medium=organic;4.5;0;;
Pet Supermarket;Tienda de animales;1080 Alafaya Trail;Estados Unidos;;+1 407-366-2296;https://www.petsupermarket.com/storelocator/?storeId=188;4.5;0;;
Casual Socarrat Valencia;Hotel;C/ de la Pau, 38;Valencia;;960 69 39 36;https://www.casualhoteles.com/casual-socarrat-valencia.html?utm_source=gbp&utm_medium=organic&utm_term=sp&utm_id=socarrat-valencia;4.5;0;;
Canine Education SOS;Adiestrador canino;;;;+52 81 3079 9918;;4.5;0;;
VIDA MASCOTA;Tienda de productos para mascotas;Av. Gran Vía Parque, 25;14005 Córdoba;;626 24 86 31;https://www.facebook.com/profile.php?id=100016166894818;4.5;0;;
MÁS QUE BURBUJAS (AUTOLAVADO DE MASCOTAS);Peluquero de mascotas;C. Alberto Fernández, 6;47010 Valladolid;;666 96 17 66;;4.5;0;;
Residencia Canina CísterCan | Adiestramiento canino;Guardería canina;Cam. de Herrera, S/N;Valladolid;;629 57 51 88;http://www.cistercan.com/;4.5;0;;
Hotel Canino y Felino Vetoven | Residencia para perros y gatos;Guardería canina;Camino la Estación, 89;Valladolid;;637 55 75 77;http://hotelvetoven.com/;4.5;0;;
Hotel ILUNION Atrium;Hotel;C. de Emilio Vargas, 3, 5;28043 Madrid;;913 98 38 70;https://www.ilunionhotels.com/hoteles/ilunion-atrium?partner=5989&sel=sel:nf-gmb:nm-organic:kwp-:nc-:fe-:fm-:mp-:id-5989;4.5;0;;
Mitchell Hammock Pet Hospital & Boarding;Veterinario;255 Alexandria Blvd;Estados Unidos;;+1 407-366-7323;http://www.oviedoveterinarian.com/;4.5;0;;
Cala Rovira;Playa pública;Carrer Empúries, 1;Girona;;623 29 35 22;;4.5;0;;
Abcyou Bed & Breakfast Valencia;Bed & Breakfast;Carrer de Martí, 10;Valencia;;963 81 55 60;http://www.abcyou.es/;4.5;0;;
Veterinaria Springfield;Hospital veterinario;Calle Ignacio Allende 277;México;;+52 656 772 3263;https://www.facebook.com/pages/Veterinaria-Springfield/170898336732330;4.5;0;;
Pekes Pet Shop;Tienda de productos para mascotas;Calle de García de Paredes, 6, Loc Derecho;28010 Madrid;;620 63 15 20;http://pekespetshop.com/;4.5;0;;
Tiendanimal;Tienda de productos para mascotas;Calle de Antonio López, 109;28026 Madrid;;910 48 21 35;https://tiendas.tiendanimal.es/comunidad-de-madrid/madrid/madrid/tiendanimal-plaza-rio-2-madrid-40?utm_medium=maps&utm_source=google;4.5;0;;
Residencia Canina Campdura;Guardería canina;Pla de Campdorà, 41 - Girona - 17461;Girona;;972 20 32 47;http://campdura.com/;4.5;0;;
Macro Fauna;Tienda de animales;Vereda del Capitán, 6B;Murcia;;968 30 30 62;;4.5;0;;
Hotel Costabella Girona;Hotel;Avinguda de França, 61;17007 Girona;;972 20 25 24;http://hotelcostabella.com/;4.5;0;;
ALDI;Supermercado;1268 Alafaya Trail;Estados Unidos;;+1 855-955-2534;https://info.aldi.us/stores/l/fl/oviedo/1268-alafaya-trail/l661;4.5;0;;
MEININGER Hotel Barcelona Fira Gran Via;Hotel;Carrer de la Botànica, 41;08908 Barcelona;;;https://www.meininger-hotels.com/en/hotels/barcelona/barcelona-fira-gran-via/?utm_source=gmb&utm_medium=referral&utm_campaign=BAR-BO&utm_content=website;4.5;0;;
Tamaran House;Albergue;C. Sgto. Llagas, 34;Las Palmas;;637 42 83 17;http://tamaranhouse.com/;4.5;0;;
Estil Pelut Autolavado y Peluquería canina (Valencia);Peluquero de mascotas;Carrer D'Alberic, 27, bajo 1;Valencia;;603 01 98 66;;4.5;0;;
Platja Mar Menuda;playa;Av. Mar Menuda, 2;Girona;;;http://www.infotossa.com/es;4.5;0;;
CRFS de la Diputación de Bizkaia;Refugio para animales;Kukullu Bidea, 1D;Bizkaia;;946 77 48 52;https://www.bizkaia.eus/es/centro-de-recuperacion;4.5;0;;
Peluquería Canina Mi pelo;Peluquero de mascotas;Carrer del Brasil, nº 26, bajo;Valencia;;694 49 34 91;;4.5;0;;
Animalia Consultorio Veterinario;Cuidados veterinarios;C. Diego Vázquez Otero, 6;29007 Málaga;;952 61 30 12;;4.5;0;;
Residencia Canina de Pichera;Guardería canina;Carretera de la Loma, s/n;Valencia;;638 91 08 74;http://www.residenciapichera.com/;4.5;0;;
Hotel Canino y Felino El Rey de la Casa - cat & dog boarding kennels;Guardería canina;Camino Cotoveta, 20;Alicante;;677 44 04 71;https://www.hotelcaninoelreydelacasa.es/es/;4.5;0;;
Shane Kelly Bark Park;Parque para perros;499 Waggin Trl;Estados Unidos;;+1 407-971-5561;http://cityofoviedo.net/Facilities/Facility/Details/Bark-Park-28;4.5;0;;
Playa de la Malvarrosa;playa;;Playa de la Malvarrosa;;;;4.5;0;;
Clinica veterinaria Torre Pacheco;Veterinario;C. Región Valenciana, 3;Murcia;;968 58 55 04;;4.5;0;;
CENTRE CANI DE PALS;Guardería canina;Cr. Camargas, 23;Girona;;663 77 63 55;http://www.centrecanidepals.com/;4.5;0;;
Centro Veterinario Dra. Bueno;Hospital veterinario;C. Emilio Prados, nº 8;29003 Málaga;;951 11 83 78;;4.5;0;;
Animalades Gracia;Guardería canina;Carrer del Progrés, 46;08012 Barcelona;;931 70 76 52;http://www.animaladesgracia.com/;4.5;0;;
Eurekakids;Juguetería;Carrer de Sant Joan Bta. la Salle, 27;17002 Girona;;972 43 92 11;https://www.eurekakids.es/;4.5;0;;
Miscota;Tienda de productos para mascotas;Iparraguirre Kalea, 50;Bizkaia;;946 97 00 58;http://www.miscota.es/;4.5;0;;
Isokan Educación canina;Adiestrador canino;;;;643 84 47 07;https://www.facebook.com/profile.php?id=100094920717998;4.5;0;;
ARIKEL;Adiestrador canino;Carr. Agost-Urbs, 28C;03699 Alicante;;691 20 36 19;http://www.arikelk9.com/;4.5;0;;
Wag Hotels - Hollywood;Servicio de embarque de mascotas;960 Highland Ave;Estados Unidos;;+1 888-924-5463;https://www.waghotels.com/hollywood/;4.5;0;;
The Westin Valencia;Hotel;Carrer d'Amadeu de Savoia, 16;Valencia;;963 62 59 00;https://www.marriott.com/en-us/hotels/vlcwi-the-westin-valencia/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0;4.5;0;;
Real de Castilla Residencial;Urbanización;Boulevard Antonio Quiroga;México;;+52 662 162 2108;http://realdecastilla.mx/;4.5;0;;
Platja de La Rubina;playa;17486 Castelló d'Empúries;Girona;;;;4.5;0;;
Cuarto Creciente;Restaurante;Plaza Andenes Universidad Local A-110, Av. Universidad 1250;México;;+52 81 2558 5543;http://www.cuartocrecientemx.com/;4.5;0;;
H-E-B Linda Vista;Supermercado;Av. Miguel Alemán 5050;México;;+52 81 8153 1660;https://www.heb.com.mx/;4.5;0;;
Piensos el Perelló;Tienda de alimentos para animales;Carrer de Castelar, 5;Alicante;;965 17 60 29;;4.5;0;;
Kiwoko Animal World;Tienda de productos para mascotas;C. del Compositor Mozart;14005 Córdoba;;957 85 89 19;https://tiendas.kiwoko.com/andalucia/cordoba/cordoba/kiwoko-cordoba-los-patios-133?utm_medium=maps&utm_source=google;4.5;0;;
Princewarriorbt;Guardería canina;C. Pablo Enríquez, 26;Murcia;;657 67 82 45;;4.5;0;;
Petit Palace Plaza de la Reina;Hotel;C. de l'Abadia de Sant Martí, 3;Valencia;;963 94 51 00;https://www.petitpalace.com/en/petit-palace-plaza-de-la-reina/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=BRI&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness;4.5;0;;
Centre Caní de Brian;Adiestrador canino;Carretera sant feliu C-65, 3;Girona;;630 95 11 44;http://www.debrian.com/;4.5;0;;
Parque Altares;Parque;Prof. Alfonso López Riesgo;México;;;;4.5;0;;
Praia do Tombo do Gato;playa;Av. Samil, 24;Pontevedra;;;http://hoxe.vigo.org/conecenos/n_gato.php?lang=gal;4.5;0;;
Mascotes La Selva;Criador canino;Camí de Sant Climent;Girona;;616 98 77 93;http://mascotaslaselva.com/;4.5;0;;
Lee P. Moore Park;Parque;Unnamed Road;Estados Unidos;;+1 407-688-5000;https://sanfordfl.gov/government/parks-and-recreation/parks/;4.5;0;;
Hotel NH Collection Sevilla;Hotel;Av. de Diego Martínez Barrio, 8;41013 Sevilla;;916 00 81 46;https://www.nh-hotels.com/en/hotel/nh-collection-sevilla?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb;4.5;0;;
Veterinaria Chanoc;Cuidados veterinarios;Carr. de Juárez NO. 207;México;;;;4.5;0;;
La tienda de animales;Tienda de animales;Av. Santa Cecilia, 4;41010 Sevilla;;954 33 79 61;;4.5;0;;
Sercotel Córdoba Delicias;Hotel;C. Islas Chafarinas, 1;14011 Córdoba;;957 78 00 12;https://www.sercotelhoteles.com/es/hotel-cordoba-delicias?utm_source=google&utm_medium=referral&utm_campaign=metasearch-links;4.5;0;;
Animal Doctor Veterinaria;Veterinario;Colegio de Niñas 131-A Entee Colón y Zaragoza;México;;+52 81 1012 9743;http://www.facebook.com/animaldoctor.vets;4.5;0;;
Hotel ILUNION Málaga;Hotel;P.º Maritimo Antonio Machado, 10;29002 Málaga;;952 04 60 00;https://www.ilunionhotels.com/hoteles/ilunion-malaga?partner=5989&sel=sel:nf-gmb:nm-organic:kwp-:nc-:fe-:fm-:mp-:id-5989;4.5;0;;
Pelucan;Peluquero de mascotas;C. del Soto, 4;47010 Valladolid;;983 26 53 11;;4.5;0;;
Santuario Equino EQUIDAD;Protectora de animales;Cruz del Eje;Argentina;;;http://www.ffw.ch/es;4.5;0;;
Sociedad Protectora de Animales Y Plantas de Mallorca;Protectora de animales;Llevant;Illes Balears;;971 47 00 60;http://www.adoptanos.es/;4.5;0;;
El Mantenío;Alojamiento con servicio;C. Álamos, 13;29012 Málaga;;695 79 13 00;https://elmantenio.com/;4.5;0;;
Clínica Veterinaria SVPAP;Protectora de animales;C. del Palleter, 55;Valencia;;963 84 41 82;http://www.svpap.org/;4.5;0;;
RESIDENCIA CANINA CHICHET;Guardería canina;Cam. del Oliveral, s/n;Valencia;;627 50 64 35;;4.5;0;;
Altas Palmas Animal Clinic;Veterinario;201 Stuart Place Rd;Estados Unidos;;+1 956-423-3322;https://altaspalmas.com/;4.5;0;;
Fufa's Grooming Spa;Peluquero de mascotas;Carrer de Lope de Vega, 105, local 2;08005 Barcelona;;930 18 42 33;https://www.instagram.com/fufasgroomingspa/;4.5;0;;
Canes;Veterinario;Av Gral Álvaro Obregón 900 Poniente;México;;+52 668 812 0230;https://www.canesveterinaria.com/;4.5;0;;
Graves Park;Parque;1540 Graves Rd;Estados Unidos;;+1 678-277-0860;https://www.gwinnettcounty.com/government/departments/parks-recreation/parks/graves;4.5;0;;
Hotel Midmost Barcelona;Hotel;Carrer de Pelai, 14;08001 Barcelona;;935 05 11 00;https://www.hotelmidmost.com/;4.5;0;;
Novotel Valencia Lavant;Hotel;Av. de Pius XII, 4;Valencia;;960 88 44 44;https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=C0F6&merchantid=seo-maps-Spain-C0F6&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps;4.5;0;;
Peluquería Canina A Patitas y Rizos;Peluquero de mascotas;C. Huerto Manu, 13;30009 Murcia;;650 16 52 09;;4.5;0;;
Interzoo Pedro Teixeira Madrid;Tienda de productos para mascotas;C. de Pedro Teixeira, 10;28020 Madrid;;917 70 39 89;http://www.interzoo.es/;4.5;0;;
Parque Enrique Tierno Galván;Parque;C. Meneses, 4;28045 Madrid;;915 80 42 60;https://www.madrid.es/portales/munimadrid/es/Inicio/El-Ayuntamiento/Parques-y-jardines/Patrimonio-Verde/Parques-en-Madrid/Parque-Enrique-Tierno-Galvan/?vgnextfmt=default&vgnextoid=e09f680e2383e210VgnVCM1000000b205a0aRCRD&vgnextchannel=38bb1914e7d4e210VgnVCM1000000b205a0aRCRD;4.5;0;;
Hostal El Brillante Alojamientos El Duque;Hotel;C. Catedrático Esquivel, 1;14012 Córdoba;;642 13 99 89;https://bookspain.site/BrillanteAlo;4.5;0;;
Petit Palace Ruzafa;Hotel;Carrer de Sueca, 14;Valencia;;963 51 36 38;https://www.petitpalace.com/en/petit-palace-ruzafa/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=GER&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness;4.5;0;;
Platja de s'Abanell;playa;17300;Girona;;;;4.5;0;;
Hospital Veterinario Madero;Veterinario;Zaragoza 69;México;;+52 872 104 5406;https://www.facebook.com/VeterinariaMadero22;4.5;0;;
Fauna Viva;Guardería canina;Carrer de Sant Iscle, 23;08031 Barcelona;;933 58 32 01;http://www.faunaviva.es/;4.5;0;;
Vet Wellcare Vaccinations Clinic at Pet Supermarket;Veterinario;1080 Alafaya Trail;Estados Unidos;;+1 407-366-2296;https://www.petsupermarket.com/;4.5;0;;
La Villa Hotel Canino;Guardería canina;Partida Barbeta, 2M;Valencia;;637 11 94 42;http://lavillahotelcanino.com/;4.5;0;;
Veterinario Galvez;Hospital;Las Palmas 801;México;;+52 665 393 1541;;4.5;0;;
Chucho estética canina;Guardería canina;Av. Gral. Ignacio Zaragoza 1723;México;;+52 686 554 4511;https://www.facebook.com/chuchomexicali/;4.5;0;;
Noahs ARC;Beneficencia;C. Jara;Murcia;;711 01 62 36;http://www.noahsarcmazarron.com/;4.5;0;;
Residencial Viñas Del Mar;Urbanización;Boulevard General Rodolfo Sánchez Taboada;México;;+52 664 655 0122;http://www.vinasdelmarresidencial.com/;4.5;0;;
